discharge,accumalted current ,SOC,,,charge ,accumalted current,SOC,,,,,,
-294.1,-488248.5,24.2420338,,,233.2,,,,,,,,
-253.9,-488502.4,24.2546402,,,230.1,,,,,,,,
-292.8,-488795.2,24.26917802,,,263.4,,,,,,,,
-298,-489093.2,24.28397402,,,261.1,,,,,,,,
-240.4,-489333.6,24.29591012,,,258.8,,,,,,,,
-260.3,-489593.9,24.30883428,,,260.4,,,,,,,,
-294.1,-489888,24.32343664,,,242.3,,,,,,,,
-274.1,-490162.1,24.33704599,,,253.6,,,,,,,,
-250.5,-490412.6,24.34948357,,,240.8,,,,,,,,
-237.8,-490650.4,24.36129058,,,254.6,,,,,,,,
-239.8,-490890.2,24.37319689,,,260.8,,,,,,,,
-166.1,-491056.3,24.38144393,,,253.1,,,,,,,,
-230.5,-491286.8,24.39288849,,,243.9,,,,,,,,
-309.3,-491596.1,24.40824554,,,260.6,,,,,,,,
-231.1,-491827.2,24.41971989,,,261.1,,,,,,,,
-229.7,-492056.9,24.43112473,,,238.9,,,,,,,,
-168.8,-492225.7,24.43950582,,,247.5,,,,,,,,
-304.2,-492529.9,24.45460966,,,261.2,,,,,,,,
-251.3,-492781.2,24.46708696,,,251.8,,,,,,,,
-294.2,-493075.4,24.48169429,,,260.6,,,,,,,,
-241.6,-493317,24.49368998,,,260.5,,,,,,,,
-225.6,-493542.6,24.50489125,,,231.2,,,,,,,,
-252,-493794.6,24.5174033,,,242.2,,,,,,,,
-286.9,-494081.5,24.53164818,,,241,,,,,,,,
-303.3,-494384.8,24.54670733,,,257,,,,,,,,
-293.9,-494678.7,24.56129976,,,260.1,,,,,,,,
-238.2,-494916.9,24.57312664,,,229.6,,,,,,,,
-293.9,-495210.8,24.58771907,,,259.2,,,,,,,,
-276.9,-495487.7,24.60146744,,,260.3,,,,,,,,
-222.7,-495710.4,24.61252472,,,232.5,,,,,,,,
-166.5,-495876.9,24.62079161,,,230,,,,,,,,
-240.7,-496117.6,24.63274261,,,260,,,,,,,,
-236.6,-496354.2,24.64449004,,,255.4,,,,,,,,
-277.3,-496631.5,24.65825827,,,228.9,,,,,,,,
-168.8,-496800.3,24.66663936,,,259.7,,,,,,,,
-298.1,-497098.4,24.68144033,,,250.8,,,,,,,,
-239,-497337.4,24.69330692,,,257.5,,,,,,,,
-251.6,-497589,24.70579911,,,233.8,,,,,,,,
-236.5,-497825.5,24.71754158,,,259.3,,,,,,,,
-239.2,-498064.7,24.7294181,,,229.4,,,,,,,,
-280.3,-498345,24.74333528,,,260.3,,,,,,,,
-168.6,-498513.6,24.75170644,,,259.5,,,,,,,,
-310.7,-498824.3,24.76713301,,,231.8,,,,,,,,
-294,-499118.3,24.78173041,,,261.5,,,,,,,,
-294.4,-499412.7,24.79634767,,,259.9,,,,,,,,
-238.1,-499650.8,24.80816958,,,234.1,,,,,,,,
-178.5,-499829.3,24.81703228,,,259.2,,,,,,,,
-236.7,-500066,24.82878468,,,259.1,,,,,,,,
-222.8,-500288.8,24.83984693,,,259.7,,,,,,,,
-241.4,-500530.2,24.85183268,,,256.9,,,,,,,,
-252,-500782.2,24.86434474,,,259.2,,,,,,,,
-221,-501003.2,24.87531761,,,231.8,,,,,,,,
-242.3,-501245.5,24.88734805,,,259,,,,,,,,
-225.1,-501470.6,24.8985245,,,235.1,,,,,,,,
-309.6,-501780.2,24.91389645,,,241.7,,,,,,,,
-223.4,-502003.6,24.92498849,,,231.4,,,,,,,,
-292.5,-502296.1,24.93951141,,,259.3,,,,,,,,
-272.1,-502568.2,24.95302145,,,261.5,,,,,,,,
-237.1,-502805.3,24.96479371,,,262.1,,,,,,,,
-300.6,-503105.9,24.9797188,,,261.9,,,,,,,,
-253.2,-503359.1,24.99229044,,,259.2,,,,,,,,
-221,-503580.1,25.00326331,,,259.4,,,,,,,,
-232.1,-503812.2,25.01478731,,,259.2,,,,,,,,
-237.9,-504050.1,25.02659929,,,232.8,,,,,,,,
-251,-504301.1,25.0390617,,,231.6,,,,,,,,
-247.6,-504548.7,25.05135529,,,243.7,,,,,,,,
-287.3,-504836,25.06562002,,,259,,,,,,,,
-220.9,-505056.9,25.07658793,,,258.4,,,,,,,,
-228.8,-505285.7,25.08794808,,,261.7,,,,,,,,
-250.2,-505535.9,25.10037077,,,259,,,,,,,,
-236.7,-505772.6,25.11212316,,,259.2,,,,,,,,
-228.7,-506001.3,25.12347835,,,259.3,,,,,,,,
-251.1,-506252.4,25.13594572,,,261.8,,,,,,,,
-231.5,-506483.9,25.14743993,,,260.6,,,,,,,,
-229.5,-506713.4,25.15883484,,,238.2,,,,,,,,
-281.4,-506994.8,25.17280664,,,230.7,,,,,,,,
-221.3,-507216.1,25.18379441,,,235.5,,,,,,,,
-231.4,-507447.5,25.19528365,,,248.1,,,,,,,,
-236.9,-507684.4,25.20704598,,,228.4,,,,,,,,
-278.9,-507963.3,25.22089364,,,259,,,,,,,,
-234.3,-508197.6,25.23252688,,,238.1,,,,,,,,
-253.9,-508451.5,25.24513327,,,259.3,,,,,,,,
-304.7,-508756.2,25.26026193,,,258.8,,,,,,,,
-165,-508921.2,25.26845435,,,259,,,,,,,,
-230.7,-509151.9,25.27990884,,,258.8,,,,,,,,
-274.1,-509426,25.29351818,,,258,,,,,,,,
-286.8,-509712.8,25.3077581,,,256.5,,,,,,,,
-247.4,-509960.2,25.32004176,,,259.9,,,,,,,,
-235.3,-510195.5,25.33172464,,,229.3,,,,,,,,
-229.4,-510424.9,25.34311458,,,258.2,,,,,,,,
-235.6,-510660.5,25.35481236,,,258.3,,,,,,,,
-235.3,-510895.8,25.36649525,,,258.5,,,,,,,,
-300,-511195.8,25.38139055,,,234.5,,,,,,,,
-238.4,-511434.2,25.39322735,,,237.3,,,,,,,,
-220.8,-511655,25.4041903,,,240.4,,,,,,,,
-167,-511822,25.41248202,,,241.6,,,,,,,,
-231.1,-512053.1,25.42395637,,,227,,,,,,,,
-265.7,-512318.8,25.43714864,,,230.7,,,,,,,,
-223.2,-512542,25.44823075,,,228.3,,,,,,,,
-282.7,-512824.7,25.46226709,,,257.7,,,,,,,,
-252,-513076.7,25.47477915,,,230.6,,,,,,,,
-232.6,-513309.3,25.48632797,,,261,,,,,,,,
-236.6,-513545.9,25.4980754,,,228.5,,,,,,,,
-229.1,-513775,25.50945045,,,259,,,,,,,,
-249.1,-514024.1,25.52181852,,,258.8,,,,,,,,
-167.1,-514191.2,25.5301152,,,254.4,,,,,,,,
-262.9,-514454.1,25.54316845,,,259.8,,,,,,,,
-232.3,-514686.4,25.55470239,,,257.9,,,,,,,,
-231.2,-514917.6,25.5661817,,,228.4,,,,,,,,
-298.8,-515216.4,25.58101742,,,254.9,,,,,,,,
-307.3,-515523.7,25.59627518,,,257.6,,,,,,,,
-248.2,-515771.9,25.60859856,,,257,,,,,,,,
-229.3,-516001.2,25.61998354,,,235.8,,,,,,,,
-248.5,-516249.7,25.63232182,,,257.4,,,,,,,,
-232.1,-516481.8,25.64384582,,,257.9,,,,,,,,
-228.3,-516710.1,25.65518115,,,248.3,,,,,,,,
-222.5,-516932.6,25.6662285,,,239.3,,,,,,,,
-166.9,-517099.5,25.67451525,,,232,,,,,,,,
-220.6,-517320.1,25.68546826,,,257.8,,,,,,,,
-290.9,-517611,25.69991175,,,258.8,,,,,,,,
-301.1,-517912.1,25.71486167,,,256.8,,,,,,,,
-291.3,-518203.4,25.72932501,,,257.2,,,,,,,,
-244.1,-518447.5,25.74144482,,,258.4,,,,,,,,
-262.6,-518710.1,25.75448318,,,257.4,,,,,,,,
-257.3,-518967.4,25.76725838,,,233.7,,,,,,,,
-256.5,-519223.9,25.77999387,,,257.2,,,,,,,,
-269,-519492.9,25.79334999,,,257.6,,,,,,,,
-235.9,-519728.8,25.80506267,,,256.5,,,,,,,,
-287.9,-520016.7,25.81935719,,,255.9,,,,,,,,
-279.6,-520296.3,25.83323962,,,257.1,,,,,,,,
-237.2,-520533.5,25.84501684,,,228.4,,,,,,,,
-306.5,-520840,25.86023487,,,257.1,,,,,,,,
-219,-521059,25.87110845,,,257.2,,,,,,,,
-219.2,-521278.2,25.88199195,,,257,,,,,,,,
-298.6,-521576.8,25.89681774,,,258.9,,,,,,,,
-231.5,-521808.3,25.90831195,,,257.2,,,,,,,,
-231.3,-522039.6,25.91979623,,,257.4,,,,,,,,
-229.1,-522268.7,25.93117128,,,246.3,,,,,,,,
-230.7,-522499.4,25.94262577,,,249.5,,,,,,,,
-235,-522734.4,25.95429376,,,257.8,,,,,,,,
-248.6,-522983,25.966637,,,256,,,,,,,,
-228.8,-523211.8,25.97799715,,,257.5,,,,,,,,
-228.5,-523440.3,25.98934241,,,257.3,,,,,,,,
-230.1,-523670.4,26.00076711,,,257.4,,,,,,,,
-290.3,-523960.7,26.0151808,,,257.3,,,,,,,,
-274.4,-524235.1,26.02880504,,,259.4,,,,,,,,
-236.4,-524471.5,26.04054254,,,257.4,,,,,,,,
-307.1,-524778.6,26.05579036,,,256.8,,,,,,,,
-219.4,-524998,26.0666838,,,257.5,,,,,,,,
-288.4,-525286.4,26.08100315,,,257.3,,,,,,,,
-289,-525575.4,26.09535229,,,259.9,,,,,,,,
-293.5,-525868.9,26.10992487,,,256.7,,,,,,,,
-232.4,-526101.3,26.12146376,,,257.4,,,,,,,,
-243.8,-526345.1,26.13356868,,,229.3,,,,,,,,
-222.3,-526567.4,26.1446061,,,256.9,,,,,,,,
-167.1,-526734.5,26.15290278,,,257,,,,,,,,
-298.7,-527033.2,26.16773354,,,228.2,,,,,,,,
-227.6,-527260.8,26.17903411,,,255.9,,,,,,,,
-221.4,-527482.2,26.19002685,,,233.6,,,,,,,,
-291.8,-527774,26.20451502,,,258.7,,,,,,,,
-219.7,-527993.7,26.21542334,,,258.8,,,,,,,,
-298.4,-528292.1,26.23023921,,,255.8,,,,,,,,
-226.9,-528519,26.24150502,,,226.2,,,,,,,,
-302.2,-528821.2,26.25650956,,,258.9,,,,,,,,
-218.1,-529039.3,26.26733844,,,256.2,,,,,,,,
-295.1,-529334.4,26.28199046,,,256,,,,,,,,
-254.6,-529589,26.29463161,,,256.7,,,,,,,,
-277.6,-529866.6,26.30841473,,,256.8,,,,,,,,
-291.8,-530158.4,26.3229029,,,258.3,,,,,,,,
-237.8,-530396.2,26.33470991,,,257.2,,,,,,,,
-271.9,-530668.1,26.34821002,,,242.4,,,,,,,,
-291.1,-530959.2,26.36266343,,,245.7,,,,,,,,
-294.5,-531253.7,26.37728565,,,256.2,,,,,,,,
-299,-531552.7,26.39213131,,,255.7,,,,,,,,
-219,-531771.7,26.40300488,,,226.9,,,,,,,,
-287.6,-532059.3,26.41728451,,,248.6,,,,,,,,
-221.6,-532280.9,26.42828718,,,256,,,,,,,,
-246.8,-532527.7,26.44054105,,,244.5,,,,,,,,
-233.2,-532760.9,26.45211966,,,246.1,,,,,,,,
-231.2,-532992.1,26.46359898,,,254.9,,,,,,,,
-229.6,-533221.7,26.47499885,,,228.3,,,,,,,,
-232.7,-533454.4,26.48655264,,,228.4,,,,,,,,
-206.5,-533660.9,26.49680558,,,231.2,,,,,,,,
-278.6,-533939.5,26.51063835,,,256.2,,,,,,,,
-231.2,-534170.7,26.52211767,,,255.1,,,,,,,,
-231.3,-534402,26.53360195,,,258.9,,,,,,,,
-298,-534700,26.54839795,,,256.1,,,,,,,,
-293,-534993,26.5629457,,,225.8,,,,,,,,
-225.4,-535218.4,26.57413703,,,231.9,,,,,,,,
-247.5,-535465.9,26.58642566,,,256,,,,,,,,
-228.5,-535694.4,26.59777092,,,258.1,,,,,,,,
-235.5,-535929.9,26.60946373,,,256.2,,,,,,,,
-299,-536228.9,26.62430939,,,254.9,,,,,,,,
-289.2,-536518.1,26.63866846,,,255.3,,,,,,,,
-299.6,-536817.7,26.6535439,,,255.5,,,,,,,,
-233.6,-537051.3,26.66514238,,,255.5,,,,,,,,
-284.7,-537336,26.67927802,,,257.8,,,,,,,,
-258.6,-537594.6,26.69211778,,,225.3,,,,,,,,
-263.6,-537858.2,26.70520578,,,255.3,,,,,,,,
-240.8,-538099,26.71716175,,,226.6,,,,,,,,
-160.7,-538259.7,26.72514067,,,226.2,,,,,,,,
-229.1,-538488.8,26.73651572,,,256,,,,,,,,
-234.1,-538722.9,26.74813902,,,255.3,,,,,,,,
-295,-539017.9,26.76278607,,,257.3,,,,,,,,
-256.4,-539274.3,26.77551659,,,227.9,,,,,,,,
-304.6,-539578.9,26.79064029,,,255.4,,,,,,,,
-234,-539812.9,26.80225862,,,258.2,,,,,,,,
-225.1,-540038,26.81343507,,,255.9,,,,,,,,
-291,-540329,26.82788351,,,255.3,,,,,,,,
-226.8,-540555.8,26.83914436,,,257.1,,,,,,,,
-220.1,-540775.9,26.85007255,,,255.1,,,,,,,,
-291,-541066.9,26.864521,,,255.3,,,,,,,,
-222.9,-541289.8,26.87558821,,,228.6,,,,,,,,
-297,-541586.8,26.89033456,,,254.6,,,,,,,,
-287.6,-541874.4,26.90461419,,,255,,,,,,,,
-286.5,-542160.9,26.91883921,,,243.5,,,,,,,,
-232,-542392.9,26.93035824,,,241.7,,,,,,,,
-232.6,-542625.5,26.94190707,,,254.1,,,,,,,,
-279.6,-542905.1,26.95578949,,,254.8,,,,,,,,
-233.3,-543138.4,26.96737308,,,255.1,,,,,,,,
-226.9,-543365.3,26.97863889,,,234,,,,,,,,
-233,-543598.3,26.99020758,,,255.1,,,,,,,,
-225.9,-543824.2,27.00142374,,,255.8,,,,,,,,
-219.8,-544044,27.01233704,,,239.6,,,,,,,,
-232.4,-544276.4,27.02387593,,,237,,,,,,,,
-246.3,-544522.7,27.03610498,,,244.5,,,,,,,,
-246.4,-544769.1,27.04833899,,,255.6,,,,,,,,
-217.6,-544986.7,27.05914305,,,241.7,,,,,,,,
-226.8,-545213.5,27.0704039,,,254.9,,,,,,,,
-270.3,-545483.8,27.08382457,,,229.4,,,,,,,,
-302,-545785.8,27.09881917,,,255.3,,,,,,,,
-228,-546013.8,27.11013961,,,256.4,,,,,,,,
-218.6,-546232.4,27.12099332,,,255,,,,,,,,
-288.7,-546521.1,27.13532757,,,255.2,,,,,,,,
-262.3,-546783.4,27.14835103,,,244.6,,,,,,,,
-288.2,-547071.6,27.16266045,,,255.3,,,,,,,,
-252.4,-547324,27.17519237,,,254.9,,,,,,,,
-246.5,-547570.5,27.18743134,,,255.6,,,,,,,,
-164.3,-547734.8,27.195589,,,227.7,,,,,,,,
-233.9,-547968.7,27.20720238,,,255.6,,,,,,,,
-229.3,-548198,27.21858735,,,255.1,,,,,,,,
-235.5,-548433.5,27.23028017,,,254.9,,,,,,,,
-232.1,-548665.6,27.24180417,,,255,,,,,,,,
-270.9,-548936.5,27.25525463,,,223.3,,,,,,,,
-300.7,-549237.2,27.27018469,,,253.5,,,,,,,,
-226.1,-549463.3,27.28141078,,,254.1,,,,,,,,
-232,-549695.3,27.29292982,,,253.3,,,,,,,,
-201.5,-549896.8,27.3029345,,,224.4,,,,,,,,
-217.3,-550114.1,27.31372366,,,253.5,,,,,,,,
-227,-550341.1,27.32499445,,,253.9,,,,,,,,
-217.6,-550558.7,27.33579851,,,254.3,,,,,,,,
-227.7,-550786.4,27.34710404,,,254,,,,,,,,
-259.4,-551045.8,27.35998352,,,254.3,,,,,,,,
-289,-551334.8,27.37433266,,,253.8,,,,,,,,
-224.9,-551559.7,27.38549917,,,253.9,,,,,,,,
-233.3,-551793,27.39708275,,,253.4,,,,,,,,
-226.4,-552019.4,27.40832374,,,253.6,,,,,,,,
-220,-552239.4,27.41924697,,,253.9,,,,,,,,
-227.6,-552467,27.43054754,,,253.6,,,,,,,,
-250.5,-552717.5,27.44298512,,,253.6,,,,,,,,
-282.1,-552999.6,27.45699167,,,250.8,,,,,,,,
-299.2,-553298.8,27.47184725,,,226.5,,,,,,,,
-243.8,-553542.6,27.48395217,,,254,,,,,,,,
-246.1,-553788.7,27.49617129,,,254.1,,,,,,,,
-223.6,-554012.3,27.50727325,,,226.9,,,,,,,,
-237,-554249.3,27.51904054,,,253.8,,,,,,,,
-268.1,-554517.4,27.53235198,,,253.9,,,,,,,,
-274.3,-554791.7,27.54597125,,,224.9,,,,,,,,
-248.6,-555040.3,27.5583145,,,253.7,,,,,,,,
-299.4,-555339.7,27.57318001,,,253.8,,,,,,,,
-295.4,-555635.1,27.58784692,,,253.8,,,,,,,,
-281.5,-555916.6,27.60182368,,,253.2,,,,,,,,
-224.1,-556140.7,27.61295047,,,253.7,,,,,,,,
-215.4,-556356.1,27.6236453,,,254.1,,,,,,,,
-227.5,-556583.6,27.63494091,,,224,,,,,,,,
-267.6,-556851.2,27.64822752,,,254,,,,,,,,
-162.2,-557013.4,27.65628092,,,254.1,,,,,,,,
-233.4,-557246.8,27.66786946,,,254.2,,,,,,,,
-246.1,-557492.9,27.68008858,,,224.2,,,,,,,,
-241.6,-557734.5,27.69208426,,,253.8,,,,,,,,
-296.3,-558030.8,27.70679586,,,253.2,,,,,,,,
-253.6,-558284.4,27.71938736,,,251.4,,,,,,,,
-289.3,-558573.7,27.73375139,,,253.8,,,,,,,,
-296.5,-558870.2,27.74847292,,,253.2,,,,,,,,
-289.9,-559160.1,27.76286675,,,253.9,,,,,,,,
-232.6,-559392.7,27.77441558,,,255.9,,,,,,,,
-227,-559619.7,27.78568636,,,225,,,,,,,,
-224.5,-559844.2,27.79683301,,,253.6,,,,,,,,
-224.8,-560069,27.80799456,,,229.1,,,,,,,,
-217.6,-560286.6,27.81879862,,,253.3,,,,,,,,
-162.1,-560448.7,27.82684705,,,253.1,,,,,,,,
-291.8,-560740.5,27.84133522,,,254.3,,,,,,,,
-265,-561005.5,27.85449273,,,253.7,,,,,,,,
-247.1,-561252.6,27.8667615,,,254,,,,,,,,
-300.3,-561552.9,27.8816717,,,253.2,,,,,,,,
-226.5,-561779.4,27.89291766,,,253.8,,,,,,,,
-229.4,-562008.8,27.9043076,,,253.5,,,,,,,,
-257,-562265.8,27.91706791,,,223.9,,,,,,,,
-221.1,-562486.9,27.92804575,,,253.6,,,,,,,,
-240.4,-562727.3,27.93998185,,,253.5,,,,,,,,
-155.4,-562882.7,27.94769762,,,256.5,,,,,,,,
-214.5,-563097.2,27.95834776,,,253.8,,,,,,,,
-226.9,-563324.1,27.96961358,,,253.9,,,,,,,,
-252.6,-563576.7,27.98215543,,,253.1,,,,,,,,
-225.5,-563802.2,27.99335173,,,253,,,,,,,,
-224.3,-564026.5,28.00448845,,,253.1,,,,,,,,
-272.4,-564298.9,28.01801339,,,224.4,,,,,,,,
-293.8,-564592.7,28.03260086,,,223.7,,,,,,,,
-258.1,-564850.8,28.04541578,,,256.5,,,,,,,,
-252.1,-565102.9,28.0579328,,,253.4,,,,,,,,
-203.6,-565306.5,28.06804175,,,253.9,,,,,,,,
-235.3,-565541.8,28.07972464,,,253.2,,,,,,,,
-286.2,-565828,28.09393476,,,253.5,,,,,,,,
-290.1,-566118.1,28.10833852,,,253.2,,,,,,,,
-220.6,-566338.7,28.11929153,,,252.9,,,,,,,,
-228.7,-566567.4,28.13064672,,,253.7,,,,,,,,
-298.4,-566865.8,28.14546258,,,252.9,,,,,,,,
-224.9,-567090.7,28.15662909,,,252.9,,,,,,,,
-222.5,-567313.2,28.16767644,,,253.3,,,,,,,,
-214.8,-567528,28.17834148,,,252.5,,,,,,,,
-216.6,-567744.6,28.18909589,,,226.8,,,,,,,,
-248.7,-567993.3,28.2014441,,,246.2,,,,,,,,
-244.9,-568238.2,28.21360363,,,253.7,,,,,,,,
-290.5,-568528.7,28.22802725,,,253.1,,,,,,,,
-284.2,-568812.9,28.24213807,,,252.9,,,,,,,,
-247.1,-569060,28.25440684,,,253.8,,,,,,,,
-296.9,-569356.9,28.26914822,,,250.7,,,,,,,,
-248.8,-569605.7,28.2815014,,,254.1,,,,,,,,
-298.5,-569904.2,28.29632223,,,256.5,,,,,,,,
-288.2,-570192.4,28.31063165,,,253.4,,,,,,,,
-279.5,-570471.9,28.32450911,,,253.2,,,,,,,,
-285.2,-570757.1,28.33866958,,,253.1,,,,,,,,
-223.5,-570980.6,28.34976658,,,252.4,,,,,,,,
-280.8,-571261.4,28.36370858,,,235.1,,,,,,,,
-281.9,-571543.3,28.3777052,,,253.1,,,,,,,,
-227.6,-571770.9,28.38900578,,,253.2,,,,,,,,
-230,-572000.9,28.40042551,,,253.3,,,,,,,,
-222.4,-572223.3,28.4114679,,,253.1,,,,,,,,
-286.3,-572509.6,28.42568298,,,253.7,,,,,,,,
-222.6,-572732.2,28.4367353,,,252.3,,,,,,,,
-297.1,-573029.3,28.45148661,,,253.2,,,,,,,,
-270.9,-573300.2,28.46493707,,,252.7,,,,,,,,
-276.1,-573576.3,28.47864572,,,225.8,,,,,,,,
-224,-573800.3,28.48976755,,,230.5,,,,,,,,
-272.9,-574073.2,28.50331731,,,253,,,,,,,,
-280.5,-574353.7,28.51724442,,,223.6,,,,,,,,
-296.8,-574650.5,28.53198084,,,252.5,,,,,,,,
-281.8,-574932.3,28.5459725,,,252.6,,,,,,,,
-212.8,-575145.1,28.55653823,,,252.9,,,,,,,,
-221.3,-575366.4,28.567526,,,252.9,,,,,,,,
-285.7,-575652.1,28.5817113,,,252.2,,,,,,,,
-230,-575882.1,28.59313103,,,253.1,,,,,,,,
-223.6,-576105.7,28.604233,,,252.8,,,,,,,,
-240,-576345.7,28.61614924,,,224,,,,,,,,
-224.7,-576570.4,28.62730582,,,253.8,,,,,,,,
-296.3,-576866.7,28.64201742,,,253.7,,,,,,,,
-284.1,-577150.8,28.65612327,,,225.6,,,,,,,,
-283.8,-577434.6,28.67021423,,,253.9,,,,,,,,
-235.5,-577670.1,28.68190705,,,253,,,,,,,,
-235.3,-577905.4,28.69358993,,,253.6,,,,,,,,
-278,-578183.4,28.70739291,,,239.4,,,,,,,,
-226.6,-578410,28.71864383,,,253.6,,,,,,,,
-282,-578692,28.73264542,,,253.6,,,,,,,,
-203,-578895,28.74272457,,,252.6,,,,,,,,
-281,-579176,28.75667651,,,253.6,,,,,,,,
-226,-579402,28.76789764,,,253.6,,,,,,,,
-284.8,-579686.8,28.78203825,,,253.3,,,,,,,,
-264.8,-579951.6,28.79518584,,,253.8,,,,,,,,
-213.1,-580164.7,28.80576647,,,253.2,,,,,,,,
-276.6,-580441.3,28.81949994,,,239.2,,,,,,,,
-227,-580668.3,28.83077072,,,253.1,,,,,,,,
-223.4,-580891.7,28.84186276,,,253.8,,,,,,,,
-263.7,-581155.4,28.85495573,,,253.3,,,,,,,,
-213,-581368.4,28.8655314,,,253,,,,,,,,
-275.4,-581643.8,28.87920529,,,254.1,,,,,,,,
-225.8,-581869.6,28.89041649,,,253.3,,,,,,,,
-283,-582152.6,28.90446772,,,253,,,,,,,,
-239.6,-582392.2,28.91636411,,,253,,,,,,,,
-227.3,-582619.5,28.92764978,,,253,,,,,,,,
-268.2,-582887.7,28.94096618,,,252.7,,,,,,,,
-291.5,-583179.2,28.95543945,,,252.8,,,,,,,,
-215.4,-583394.6,28.96613428,,,255.9,,,,,,,,
-241,-583635.6,28.97810018,,,253.6,,,,,,,,
-283.5,-583919.1,28.99217624,,,253.7,,,,,,,,
-252.6,-584171.7,29.00471809,,,253.5,,,,,,,,
-223.2,-584394.9,29.01580019,,,253.3,,,,,,,,
-214.7,-584609.6,29.02646027,,,253.3,,,,,,,,
-302.1,-584911.7,29.04145984,,,252.6,,,,,,,,
-245.3,-585157,29.05363923,,,253.4,,,,,,,,
-283.7,-585440.7,29.06772523,,,253.6,,,,,,,,
-226.9,-585667.6,29.07899104,,,253.1,,,,,,,,
-214,-585881.6,29.08961636,,,253.2,,,,,,,,
-226.6,-586108.2,29.10086728,,,252.8,,,,,,,,
-227.7,-586335.9,29.11217282,,,252.6,,,,,,,,
-297.7,-586633.6,29.12695392,,,225.9,,,,,,,,
-221.3,-586854.9,29.13794169,,,255.4,,,,,,,,
-296.5,-587151.4,29.15266322,,,252.9,,,,,,,,
-264.4,-587415.8,29.16579095,,,253.5,,,,,,,,
-224.2,-587640,29.1769227,,,253.7,,,,,,,,
-275.8,-587915.8,29.19061645,,,253.1,,,,,,,,
-296.2,-588212,29.20532309,,,255.9,,,,,,,,
-230.8,-588442.8,29.21678254,,,253.5,,,,,,,,
-229.9,-588672.7,29.22819731,,,252.9,,,,,,,,
-253.1,-588925.8,29.24076398,,,253.1,,,,,,,,
-296.9,-589222.7,29.25550537,,,252.8,,,,,,,,
-268.1,-589490.8,29.2688168,,,253.4,,,,,,,,
-228.9,-589719.7,29.28018192,,,224.8,,,,,,,,
-270.5,-589990.2,29.29361252,,,253.5,,,,,,,,
-230.2,-590220.4,29.30504218,,,230.9,,,,,,,,
-268.7,-590489.1,29.31838341,,,252.7,,,,,,,,
-226.3,-590715.4,29.32961944,,,253,,,,,,,,
-286,-591001.4,29.34381963,,,252,,,,,,,,
-227.7,-591229.1,29.35512516,,,252.4,,,,,,,,
-225.3,-591454.4,29.36631154,,,252.8,,,,,,,,
-225,-591679.4,29.37748302,,,251.2,,,,,,,,
-230,-591909.4,29.38890275,,,252.5,,,,,,,,
-249,-592158.4,29.40126585,,,252.9,,,,,,,,
-282.7,-592441.1,29.41530219,,,252.5,,,,,,,,
-214.6,-592655.7,29.4259573,,,252.7,,,,,,,,
-250.7,-592906.4,29.43840481,,,252.2,,,,,,,,
-214.2,-593120.6,29.44904006,,,252.5,,,,,,,,
-294.9,-593415.5,29.46368214,,,252.8,,,,,,,,
-268.3,-593683.8,29.47700351,,,253.1,,,,,,,,
-160.7,-593844.5,29.48498243,,,253.1,,,,,,,,
-294.7,-594139.2,29.49961458,,,252.3,,,,,,,,
-226.8,-594366,29.51087543,,,229.9,,,,,,,,
-277.6,-594643.6,29.52465856,,,232.2,,,,,,,,
-224.4,-594868,29.53580024,,,252.6,,,,,,,,
-257.4,-595125.4,29.54858042,,,252,,,,,,,,
-283.9,-595409.3,29.56267634,,,252.1,,,,,,,,
-215.2,-595624.5,29.57336124,,,251.1,,,,,,,,
-223.4,-595847.9,29.58445327,,,254.3,,,,,,,,
-214.2,-596062.1,29.59508852,,,254.3,,,,,,,,
-224.7,-596286.8,29.6062451,,,251.2,,,,,,,,
-295.6,-596582.4,29.62092194,,,251.8,,,,,,,,
-223.7,-596806.1,29.63202888,,,251,,,,,,,,
-279.1,-597085.2,29.64588648,,,252.1,,,,,,,,
-253.2,-597338.4,29.65845811,,,237.3,,,,,,,,
-293,-597631.4,29.67300586,,,251.8,,,,,,,,
-271.6,-597903,29.68649108,,,252.5,,,,,,,,
-225.7,-598128.7,29.69769731,,,251.4,,,,,,,,
-222.9,-598351.6,29.70876452,,,252,,,,,,,,
-254.6,-598606.2,29.72140567,,,252,,,,,,,,
-267,-598873.2,29.73466249,,,251.4,,,,,,,,
-222.3,-599095.5,29.74569991,,,225.1,,,,,,,,
-267.9,-599363.4,29.75900142,,,222.6,,,,,,,,
-215.1,-599578.5,29.76968135,,,252.3,,,,,,,,
-241.4,-599819.9,29.78166711,,,252.9,,,,,,,,
-223,-600042.9,29.79273928,,,252.7,,,,,,,,
-220.8,-600263.7,29.80370223,,,252.2,,,,,,,,
-233.7,-600497.4,29.81530567,,,251.1,,,,,,,,
-158.1,-600655.5,29.8231555,,,252.4,,,,,,,,
-242.9,-600898.4,29.83521573,,,252,,,,,,,,
-217.4,-601115.8,29.84600986,,,251.9,,,,,,,,
-282.2,-601398,29.86002137,,,252.2,,,,,,,,
-270.5,-601668.5,29.87345197,,,252,,,,,,,,
-211.7,-601880.2,29.88396309,,,251.2,,,,,,,,
-224.8,-602105,29.89512464,,,251.6,,,,,,,,
-213.4,-602318.4,29.90572017,,,251.8,,,,,,,,
-238.4,-602556.8,29.91755697,,,251.9,,,,,,,,
